=== reconcile_pia (today=2026-09-14) 対象543件 ===

✅ id=7558 Tommy february6・Tommy he | 登録2=ぴあ2 一致
    ❌FETCH ぴあが混雑ページに飛ばした（券種は読めていない）: http://sorry.pia.jp/nt2/pia/?mark= | https://t.pia.jp/pia/event/event.do?eventCd=2619773
    💤STALE 登録「一般発売（京都 10/12公演）〜10/9 23:59」(2026-10-09) がぴあの買える枠に無い
✅ id=9576 Osaka Shion Wind Orchest | 登録1=ぴあ1 一致
✅ id=9577 Osaka Shion Wind Orchest | 登録1=ぴあ1 一致
✅ id=9580 大阪バッハ合唱団第34回演奏会ロ短調ミサ曲 | 登録1=ぴあ1 一致
✅ id=9581 大阪フィルハーモニー交響楽団 | 登録1=ぴあ1 一致
✅ id=9582 大阪フィルハーモニー交響楽団 | 登録1=ぴあ1 一致
✅ id=9583 大阪フィルハーモニー交響楽団 | 登録1=ぴあ1 一致
✅ id=9584 大阪フィルハーモニー交響楽団 | 登録1=ぴあ1 一致
✅ id=9585 大阪フィルハーモニー交響楽団 | 登録1=ぴあ1 一致
✅ id=9586 大阪フィルハーモニー交響楽団 | 登録1=ぴあ1 一致
✅ id=9587 大阪フィルハーモニー交響楽団 京都特別演奏会 | 登録1=ぴあ1 一致
✅ id=9588 大阪フィルハーモニー交響楽団 特別演奏会 in  | 登録1=ぴあ1 一致
✅ id=9589 大崎由貴ピアノリサイタル「祈りと幻想」 | 登録1=ぴあ1 一致
✅ id=9590 大島祥 ギターde名曲クラシック | 登録1=ぴあ1 一致
✅ id=9591 大瀧拓哉（p） | 登録1=ぴあ1 一致
✅ id=9592 大塚茜フルートリサイタル with鶴澤奏 「歌と | 登録1=ぴあ1 一致
✅ id=9593 大野瑞穂ピアノリサイタル | 登録1=ぴあ1 一致
✅ id=9594 大森晶子（p） | 登録1=ぴあ1 一致
✅ id=9595 小笠原伸子（vl） | 登録1=ぴあ1 一致
✅ id=9596 隠岐彩夏 ソプラノ・リサイタル | 登録1=ぴあ1 一致
✅ id=9600 小田島史 トランペット・リサイタル | 登録1=ぴあ1 一致
✅ id=9601 OTOの会新作コンサート EnsembleNOM | 登録1=ぴあ1 一致
✅ id=9602 音を楽しむ | 登録1=ぴあ1 一致
✅ id=9603 オペラ「ルイーザ・ミラー」全3幕公演 | 登録1=ぴあ1 一致
✅ id=9604 親子のためのクラシックコンサート 音楽の絵本～エ | 登録1=ぴあ1 一致
✅ id=9605 折原麻美 ヴィオールとともに響いて VOL.1 | 登録1=ぴあ1 一致
✅ id=9606 オリーブ・コンソート | 登録1=ぴあ1 一致
✅ id=9607 オルガネッタとアコーディオン | 登録1=ぴあ1 一致
✅ id=9608 第12回 オルガン・1アワーコンサート モーリス | 登録1=ぴあ1 一致
✅ id=9610 音楽と旅する2台ピアノの饗宴～4人のピアニストと | 登録1=ぴあ1 一致
✅ id=9611 オーギュスタン・デュメイ ヴァイオリン・リサイタ | 登録1=ぴあ1 一致
✅ id=9612 オーケストラ・アンサンブル金沢 大阪定期公演 | 登録1=ぴあ1 一致
✅ id=9614 オーケストラ・アンサンブル金沢 甲府公演 | 登録1=ぴあ1 一致
✅ id=9616 オーケストラマミューズへようこそ0歳からのおめで | 登録1=ぴあ1 一致
✅ id=9617 オーケストラ・リベラ・クラシカ | 登録1=ぴあ1 一致
✅ id=9618 AUTUMN NIGHT FESTIVAL Vo | 登録1=ぴあ1 一致
✅ id=9619 梯 剛之 名曲の午後2026 | 登録1=ぴあ1 一致
✅ id=9620 加古隆(p) | 登録4=ぴあ4 一致
✅ id=9621 柏木広樹（vc）／伊藤ハルトシ（vc） | 登録1=ぴあ1 一致
✅ id=9623 加藤昌則の30周年フェス | 登録1=ぴあ1 一致
✅ id=9624 神奈川フィルハーモニー管弦楽団 For Futu | 登録1=ぴあ1 一致
✅ id=9626 神奈川フィルハーモニー管弦楽団 ヨコハマ・ネクス | 登録1=ぴあ1 一致
✅ id=9627 第9回「哀しみのモーツァルト」 | 登録1=ぴあ1 一致
✅ id=9629 金子三勇士（p） | 登録1=ぴあ1 一致
✅ id=9630 金子三勇士 ピアノ・リサイタル | 登録1=ぴあ1 一致
✅ id=9631 みなとみらいアフタヌーンコンサート2026後期 | 登録4=ぴあ4 一致
✅ id=9632 鎌田邦裕フルートリサイタル Vol.13 ～Be | 登録1=ぴあ1 一致
✅ id=9633 神尾真由子&萩原麻未 デュオ・リサイタル | 登録1=ぴあ1 一致
✅ id=9634 カルテット・コスモス第2回リサイタル | 登録1=ぴあ1 一致
✅ id=9635 華麗なるアーティストの饗宴8 | 登録1=ぴあ1 一致
✅ id=9636 華麗なるウイーンの音色5 | 登録1=ぴあ1 一致
✅ id=9637 華麗なるウイーンの音色5 | 登録1=ぴあ1 一致
✅ id=9638 華麗なるオーケストラの世界vol.9 | 登録1=ぴあ1 一致
✅ id=9639 川井郁子 シンフォニック・コンサート 音楽叙事詩 | 登録1=ぴあ1 一致
✅ id=9640 川上ミネピアノコンサート | 登録1=ぴあ1 一致
✅ id=9641 川下由理（S） | 登録1=ぴあ1 一致
✅ id=9642 川と音楽 | 登録1=ぴあ1 一致
✅ id=9643 河村尚子 ピアノ・リサイタル | 登録1=ぴあ1 一致
✅ id=9644 河村尚子ピアノ・リサイタル | 登録1=ぴあ1 一致
✅ id=9646 管弦楽団紬 第29回定期演奏会 | 登録1=ぴあ1 一致
✅ id=9647 関西歌劇団第106回定期公演 「仮面舞踏会」（全 | 登録1=ぴあ1 一致
✅ id=9648 関西二期会 第100回オペラ公演 歌劇『皇帝ティ | 登録1=ぴあ1 一致
✅ id=9649 カンタータ・ムジカ・Tokyo 第33回演奏会 | 登録1=ぴあ1 一致
✅ id=9650 関内ホール40周年記念 篠崎史紀と秀麗なるハマの | 登録1=ぴあ1 一致
✅ id=9651 関内ホール40周年記念高木凜々子with神奈川フ | 登録1=ぴあ1 一致
✅ id=9652 合唱団鯨第75回定期演奏会 | 登録1=ぴあ1 一致
✅ id=9653 合唱団 四季 クリスマスコンサート | 登録1=ぴあ1 一致
✅ id=9654 ガボール・タカーチ=ナジ(指揮)／藤田真央(ピア | 登録4=ぴあ4 一致
✅ id=9655 ガボール・タカーチ=ナジ指揮 ヴェルビエ祝祭室内 | 登録1=ぴあ1 一致
✅ id=9656 菊池亮太（p） | 登録1=ぴあ1 一致
✅ id=9657 2026北九州国際音楽祭／華麗なる名曲とオペラ『 | 登録1=ぴあ1 一致
✅ id=9660 2026北九州国際音楽祭／服部百音 ヴァイオリン | 登録1=ぴあ1 一致
✅ id=9661 2026北九州国際音楽祭／マイスター・アールト× | 登録1=ぴあ1 一致
✅ id=9662 2026北九州国際音楽祭／毛利文香[ヴァイオリン | 登録1=ぴあ1 一致
🚨 id=9663 北九州聖楽研究会定期演奏会 シューマン ミサ・サクラ 他 | 登録0枠 / ぴあ買える1枠
    🚨MISSING ぴあに [発売前] 6/1 10:00発売 (2026-06-01) があるが登録に無い | 一般発売 ／ 北九州聖楽研究会定期演奏会 シューマン ミサ・サクラ 他
✅ id=9664 北里大学北里会文化会吹奏楽団第42回定期演奏会 | 登録1=ぴあ1 一致
✅ id=9665 北村明子ピアノリサイタル | 登録1=ぴあ1 一致
✅ id=9666 音楽堂ホリデーアフタヌーンコンサート2026後期 | 登録4=ぴあ4 一致
✅ id=9667 木部敏司バリトンリサイタル～秋の夕べ | 登録1=ぴあ1 一致
✅ id=9668 「希望を灯すモーツァルトのヴァイオリンソナタ」 | 登録1=ぴあ1 一致
✅ id=9669 木村善明バスバリトンリサイタル 2026 光と闇 | 登録1=ぴあ1 一致
✅ id=9670 木村善明バスバリトンリサイタル 2026 光と闇 | 登録1=ぴあ1 一致
✅ id=9671 旧金毘羅大芝居特別公演「イタリアルネサンス音楽と | 登録1=ぴあ1 一致
✅ id=9672 九州管楽合奏団 名曲コンサート～吹奏楽コンクール | 登録1=ぴあ1 一致
✅ id=9673 九州交響楽団 第九（北九州） | 登録1=ぴあ1 一致
✅ id=9674 九州交響楽団 第九（福岡） | 登録1=ぴあ1 一致
✅ id=9675 九州交響楽団 第443回定期演奏会 | 登録1=ぴあ1 一致
✅ id=9676 久間あゆみピアノリサイタル 山河を眺め、北欧の音 | 登録1=ぴあ1 一致
✅ id=9677 京都新祝祭管弦楽団第6回特別演奏会 | 登録1=ぴあ1 一致
✅ id=9679 清原千賀（S、p） | 登録1=ぴあ1 一致
✅ id=9680 きらめくハープと流れるフルートの饗宴 | 登録1=ぴあ1 一致
✅ id=9681 クァルテット・インダコ with サンウォン・ヤ | 登録1=ぴあ1 一致
✅ id=9684 クァルテット浬 Voyage II | 登録1=ぴあ1 一致
✅ id=9685 空音唱CONCERT2026福岡公演 | 登録1=ぴあ1 一致
✅ id=9687 久保法之×木口雄人 デュオコンサート ～音の響宴 | 登録1=ぴあ1 一致
✅ id=9689 クラシック名曲コンサート | 登録1=ぴあ1 一致
✅ id=9690 Clarinet Quartet “S” 2nd | 登録1=ぴあ1 一致
✅ id=9691 KLAVIER QUARTETT ～絢爛のロマン | 登録1=ぴあ1 一致
✅ id=9692 2026クリスマス オルゴールコンサート | 登録1=ぴあ1 一致
✅ id=9693 黒岩悠ピアノリサイタル | 登録1=ぴあ1 一致
✅ id=9696 群馬交響楽団 | 登録1=ぴあ1 一致
✅ id=9698 夜ピアノ 2026 season | 登録2=ぴあ2 一致
✅ id=9702 ケヴィン・チェン ピアノリサイタル in MIY | 登録1=ぴあ1 一致
✅ id=9703 芸劇ブランチコンサート ～石田泰尚の玉手箱～ 第 | 登録3=ぴあ3 一致
✅ id=9704 ～芸劇ブランチコンサート～ 名曲リサイタル・サロ | 登録1=ぴあ1 一致
✅ id=9705 ゲルハルト・オピッツ（p） | 登録1=ぴあ1 一致
✅ id=9706 現田茂夫(指揮)／森麻季(ソプラノ)／東京交響楽 | 登録1=ぴあ1 一致
✅ id=9707 しいきアルゲリッチハウス 2026-27 レジデ | 登録6=ぴあ6 一致
✅ id=9708 纐纈健太ピアノリサイタル | 登録1=ぴあ1 一致
✅ id=9709 こうなん名フィルコンサート2026デュアルコンチ | 登録1=ぴあ1 一致
✅ id=9710 紅福デュオ|師弟の響 | 登録1=ぴあ1 一致
✅ id=9711 第11回神戸国際フルートコンクール第1位記念 フ | 登録1=ぴあ1 一致
✅ id=9712 神戸市混声合唱団 秋の定期演奏会「濱田芳通と奏で | 登録1=ぴあ1 一致
✅ id=9713 神戸市室内管弦楽団 公開録音公演「涼宮ハルヒの四 | 登録1=ぴあ1 一致
✅ id=9715 こがねいガラ・コンサート2026 vol.15 | 登録1=ぴあ1 一致
✅ id=9717 こころふれあいコンサート Christmas F | 登録1=ぴあ1 一致
✅ id=9718 越の国室内合唱団 VOX ORATTA 15周年 | 登録1=ぴあ1 一致
✅ id=9720 古典音楽協会第170回定期演奏会 | 登録1=ぴあ1 一致
✅ id=9721 箏×ハープ×篠笛コンサート 「うつろい」 | 登録1=ぴあ1 一致
✅ id=9723 こどもとジャズを聴こうよ クラシック聴こうよ 第 | 登録1=ぴあ1 一致
✅ id=9724 華麗なるコンチェルト・シリーズ【2026年度】 | 登録1=ぴあ1 一致
✅ id=9726 小林知弘と仲間たち 映画音楽コンサート | 登録1=ぴあ1 一致
✅ id=9727 小林美恵(ヴァイオリン)&上田晴子(ピアノ) D | 登録1=ぴあ1 一致
✅ id=9728 小林ゆかりオルガンリサイタル | 登録1=ぴあ1 一致
✅ id=9729 鼓武士(三浦一馬・浅野祥・曽根麻央・Kan) F | 登録1=ぴあ1 一致
✅ id=9730 小森輝彦&宮崎貴子リートデュオVOL.6 | 登録1=ぴあ1 一致
✅ id=9731 小森谷巧 楽壇デビュー50周年記念コンサート | 登録1=ぴあ1 一致
✅ id=9732 小山実稚恵&下野竜也指揮 東京交響楽団ニューイヤ | 登録1=ぴあ1 一致
✅ id=9734 小山実稚恵ピアノリサイタル | 登録1=ぴあ1 一致
✅ id=9735 コルクマズ・ジャン・サーラム(p)／島田隼(p) | 登録1=ぴあ1 一致
✅ id=9736 近藤由貴 | 登録1=ぴあ1 一致
✅ id=9738 午後の古楽 歌とチェンバロで辿るバロックの名曲 | 登録1=ぴあ1 一致
✅ id=9739 ごほうびクラシック 第20回 ピアノ・オールスタ | 登録1=ぴあ1 一致
✅ id=9741 坂本彩・坂本リサ ピアノデュオリサイタル VOL | 登録1=ぴあ1 一致
✅ id=9742 相模原シティオペラ主催公演オペラハイライト愛の妙 | 登録1=ぴあ1 一致
✅ id=9743 崎谷直人（vl） | 登録1=ぴあ1 一致
✅ id=9744 桜井 京&横山智一 デュオリサイタル | 登録1=ぴあ1 一致
✅ id=9745 さくらde古楽 瀧井レオナルド リュートで甦るダ | 登録1=ぴあ1 一致
✅ id=9746 笹沼樹（vc）／ヨハネス・モーザー（vc） | 登録1=ぴあ1 一致
✅ id=9747 札幌交響楽団 森の響フレンド名曲コンサート ■ト | 登録1=ぴあ1 一致
✅ id=9748 札幌交響楽団 森の響フレンド名曲コンサート ■レ | 登録1=ぴあ1 一致
✅ id=9749 佐藤丈史ふるさとコンサートVol.6 | 登録1=ぴあ1 一致
✅ id=9750 佐藤晴真（vc） | 登録1=ぴあ1 一致
✅ id=9751 佐藤久成 無伴奏ヴァイオリン・リサイタル 待望の | 登録1=ぴあ1 一致
✅ id=9752 佐藤彦大ピアノリサイタル2026 | 登録1=ぴあ1 一致
✅ id=9754 佐渡裕指揮 新日本フィルハーモニー交響楽団 | 登録1=ぴあ1 一致
✅ id=9755 佐渡裕指揮 兵庫芸術文化センター管弦楽団 明石公 | 登録1=ぴあ1 一致
✅ id=9756 佐野隆哉ピアノリサイタル2026 | 登録1=ぴあ1 一致
✅ id=9757 佐原詩音作曲個展vol.9 | 登録1=ぴあ1 一致
✅ id=9758 サラスヴァティ「秋の祭典～恋するクラシック」 | 登録1=ぴあ1 一致
✅ id=9759 サロン・ド・パリ vol.11 | 登録1=ぴあ1 一致
✅ id=9761 沢田蒼梧ピアノリサイタル【大阪公演】 | 登録1=ぴあ1 一致
✅ id=9762 沢田蒼梧ピアノリサイタル【東京公演】 | 登録1=ぴあ1 一致
✅ id=9763 サンクト・ペテルブルク フィルハーモニー交響楽団 | 登録2=ぴあ2 一致
✅ id=9764 サントリーグループ交響楽団 第1回定期演奏会 | 登録1=ぴあ1 一致
✅ id=9765 サントリーホール Presents 古坂大魔王と | 登録2=ぴあ2 一致
✅ id=9768 The Sixth Sense | 登録1=ぴあ1 一致
✅ id=9769 THE PIANO ERA 2026 | 登録2=ぴあ2 一致
💤 id=9770 The 4 Players Tokyo | 登録1枠 / ぴあ買える0枠
    ❌FETCH ぴあが混雑ページに飛ばした（券種は読めていない）: http://sorry.pia.jp/nt2/pia/?mark= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669036
    💤STALE 登録「一般発売（東京 10/19公演）〜10/9 23:59」(2026-10-09) がぴあの買える枠に無い
✅ id=9771 ザ・レジェンド アンサンブルシリーズ第7回 | 登録1=ぴあ1 一致
✅ id=9772 ザ・レジェンド アンサンブルシリーズ第8回 | 登録1=ぴあ1 一致
✅ id=9773 塩見裕子ヴァイオリンリサイタル 形式から色彩へ音 | 登録1=ぴあ1 一致
✅ id=9774 Shion×17LIVE Osaka Shion | 登録1=ぴあ1 一致
✅ id=9775 紫園香（フルート）デビュー45周年記念リサイタル | 登録1=ぴあ1 一致
✅ id=9776 鹿岡うたフェスティバル 2026 | 登録1=ぴあ1 一致
✅ id=9777 しがぎんホール・コンサートシリーズ2026-27 | 登録1=ぴあ1 一致
✅ id=9778 室内楽コンサート -世代を超えて奏でるアンサンブ | 登録1=ぴあ1 一致
✅ id=9779 室内楽ホールdeオペラ 林美智子の『魔笛』! | 登録1=ぴあ1 一致
✅ id=9780 品川 聖 ヴィオラ・ダ・ガンバソロ・ツアー202 | 登録1=ぴあ1 一致
✅ id=9781 品川 聖 ヴィオラ・ダ・ガンバソロ・ツアー202 | 登録1=ぴあ1 一致
✅ id=9782 品川 聖 ヴィオラ・ダ・ガンバソロ・ツアー202 | 登録1=ぴあ1 一致
✅ id=9783 品川 聖 ヴィオラ・ダ・ガンバソロ・ツアー202 | 登録1=ぴあ1 一致
✅ id=9784 品川 聖 ヴィオラ・ダ・ガンバソロ・ツアー202 | 登録1=ぴあ1 一致
✅ id=9785 品川 聖 ヴィオラ・ダ・ガンバソロ・ツアー202 | 登録1=ぴあ1 一致
✅ id=9786 品川 聖 ヴィオラ・ダ・ガンバソロ・ツアー202 | 登録1=ぴあ1 一致
✅ id=9787 篠崎“まろ”史紀とN響メンバーが贈る ウィーン音 | 登録1=ぴあ1 一致
✅ id=9788 柴田美穂室内楽シリーズXVI～アンサンブル・アカ | 登録1=ぴあ1 一致
✅ id=9789 渋谷交響楽団第81回定期演奏会 | 登録1=ぴあ1 一致
✅ id=9790 渋谷淑子ピアノリサイタル | 登録1=ぴあ1 一致
✅ id=9791 清水和音 ベートーヴェン4大ソナタ | 登録1=ぴあ1 一致
✅ id=9792 清水陽介 チェロ・リサイタル | 登録1=ぴあ1 一致
✅ id=9794 シューベルティアーデ～松本紘佳と仲間たち～ | 登録1=ぴあ1 一致
✅ id=9795 庄司紗矢香×杉本博司 バロックの光ヴィヴァルディ | 登録1=ぴあ1 一致
✅ id=9796 SHOBI×SIENA 尚美学園創立100周年記 | 登録2=ぴあ2 一致
✅ id=9797 白石愛子歌曲リサイタル | 登録1=ぴあ1 一致
✅ id=9798 シリンクス フルート アンサンブル | 登録1=ぴあ1 一致
✅ id=9799 【深響／光彩】フレイ・バラージュ×菅野雅紀 ピア | 登録1=ぴあ1 一致
✅ id=9800 新交響楽団 第275回演奏会 | 登録1=ぴあ1 一致
✅ id=9801 信州ルネッサンス2026 フレッチェッテオータム | 登録1=ぴあ1 一致
✅ id=9802 新進演奏家育成プロジェクト リサイタル・シリーズ | 登録1=ぴあ1 一致
✅ id=9804 進藤実優ピアノリサイタル【大阪公演】 | 登録1=ぴあ1 一致
✅ id=9805 榛葉樹人&今井俊輔デュオコンサート2026～秋の | 登録1=ぴあ1 一致
✅ id=9806 榛葉樹人（T）／今井俊輔（Br） | 登録1=ぴあ1 一致
✅ id=9807 Sinfonietta JAPAN 第84回定期 | 登録1=ぴあ1 一致
✅ id=9808 SYMPHONIC POPS 2026 | 登録1=ぴあ1 一致
✅ id=9809 新・福岡古楽音楽祭2026 室内楽コンサート | 登録1=ぴあ1 一致
✅ id=9810 實川風 デビュー10周年記念 ピアノ・リサイタル | 登録1=ぴあ1 一致
✅ id=9813 ジャズがクラシックに恋をした!? Vol.11 | 登録1=ぴあ1 一致
✅ id=9814 ジュリアード弦楽四重奏団 | 登録1=ぴあ1 一致
✅ id=9815 女声合唱団 サーナ・テクセレ | 登録1=ぴあ1 一致
✅ id=9817 ジョージ・ハリオノピアノリサイタル | 登録1=ぴあ1 一致
✅ id=9818 ジョージ・ハリオノ ヘラ・パク スペシャルコンサ | 登録1=ぴあ1 一致
✅ id=9819 神保彰 ワンマンオーケストラ 2026 NAGO | 登録1=ぴあ1 一致
✅ id=9820 ジーリッシモサクソフォーンオーケストラ単独演奏会 | 登録1=ぴあ1 一致
✅ id=9821 末和子ソプラノリサイタル わたしのすきなうた | 登録1=ぴあ1 一致
✅ id=9822 末永の森コンサート Vol.91 | 登録1=ぴあ1 一致
✅ id=9823 スカボローフェア ギターと歌の楽しみ | 登録1=ぴあ1 一致
✅ id=9824 菅野可愛 ピアノ・リサイタル vol.2 フラン | 登録1=ぴあ1 一致
✅ id=9825 須川展也（sax） | 登録1=ぴあ1 一致
✅ id=9826 すぎやまこういち 交響組曲「ドラゴンクエストVI | 登録1=ぴあ1 一致
✅ id=9827 杉山哲雄ピアノリサイタルベートーヴェンソナタ連続 | 登録1=ぴあ1 一致
✅ id=9828 鈴木優人×新日本フィル Play & Condu | 登録1=ぴあ1 一致
✅ id=9829 ストラディヴァリウス・コンサート2026 | 登録1=ぴあ1 一致
✅ id=9831 ストラディヴァリウス・コンサート2026 （En | 登録1=ぴあ1 一致
✅ id=9832 砂原悟 ピアノリサイタル | 登録1=ぴあ1 一致
✅ id=9833 スピカコンサートNo.187 工藤重典 無伴奏フ | 登録1=ぴあ1 一致
✅ id=9835 スーホの白い馬～馬頭琴の伝説 | 登録1=ぴあ1 一致
✅ id=9836 ズーラシアンフィルハーモニー管弦楽団 秋の芸術祭 | 登録1=ぴあ1 一致
✅ id=9837 ズーラシアンフィルハーモニー管弦楽団 秋の芸術祭 | 登録1=ぴあ1 一致
✅ id=9838 ズーラシアンブラス ブラバン祭り 大阪公演 | 登録1=ぴあ1 一致
✅ id=9840 生誕400年記念「ルイ・クープラン チェンバロ作 | 登録1=ぴあ1 一致
✅ id=9841 セノオ楽譜表紙絵によるオペラ名曲コンサート | 登録1=ぴあ1 一致
✅ id=9842 【セミファイナル】東京MINATO CITY国際 | 登録1=ぴあ1 一致
✅ id=9843 千住真理子 ヴァイオリン・リサイタル | 登録1=ぴあ1 一致
✅ id=9846 仙台フィルハーモニー管弦楽団「第九」特別演奏会 | 登録1=ぴあ1 一致
✅ id=9847 セントラル愛知交響楽団 第220回定期演奏会 「 | 登録1=ぴあ1 一致
✅ id=9848 0歳から楽しめる!クラシックわくわくコンサート | 登録1=ぴあ1 一致
✅ id=9849 0歳から楽しめるクリスマスコンサート | 登録1=ぴあ1 一致
✅ id=9850 0歳からのコンサート | 登録1=ぴあ1 一致
✅ id=9851 全国共同制作オペラ ヴェルディ／歌劇『Il Tr | 登録3=ぴあ3 一致
✅ id=9852 相馬泉美ピアノコンサート ～ロマン派の調べ～ | 登録1=ぴあ1 一致
✅ id=9853 創立50周年記念 寒河江吹奏楽団 第39回定期演 | 登録1=ぴあ1 一致
✅ id=9854 ソフィア・リュウ ピアノ・リサイタル | 登録1=ぴあ1 一致
✅ id=9855 反田恭平 ピアノリサイタル 2026 | 登録6=ぴあ6 一致

=== 集計: OK 530 / 🚨MISSING 1 / ⚠️DROP 1 / 💤STALE 3 / ❌FETCH 3 / ❌QC 0 ===
=== QC照合カバレッジ: 照合できた枠 601/618 / 未照合 skip17(同締切の枠が複数で対を確定できない) ===
   ※未照合の枠は「正しい」と確認できていない枠。QC 0＝全部正しい、ではない。
→ 🚨/⚠️ は取りこぼし。該当エントリをぴあ機械パースで枠追加して修正すること。
